80.00, 289.00, 95.00, 289.00
80.00, 289.00, 95.00, 289.00
80.00, 289.00, 95.00, 289.00
80.00, 290.00, 95.00, 290.00
80.00, 290.00, 95.00, 290.00
80.00, 290.00, 95.00, 290.00
80.00, 289.00, 95.00, 289.00
80.00, 289.00, 95.00, 289.00
80.00, 289.00, 95.00, 289.00
80.00, 289.00, 95.00, 289.00
80.00, 289.00, 95.00, 289.00
80.00, 289.00, 95.00, 289.00
80.00, 289.00, 95.00, 289.00
80.00, 289.00, 95.00, 289.00
80.00, 289.00, 95.00, 289.00
80.00, 289.00, 95.00, 289.00
80.00, 290.00, 95.00, 290.00
80.00, 290.00, 95.00, 290.00
80.00, 290.00, 95.00, 290.00
80.00, 290.00, 95.00, 290.00
80.00, 290.00, 95.00, 290.00
80.00, 289.00, 95.00, 289.00
80.00, 290.00, 95.00, 290.00
80.00, 290.00, 95.00, 290.00
80.00, 290.00, 95.00, 290.00
80.00, 290.00, 95.00, 290.00
80.00, 290.00, 95.00, 290.00
80.00, 290.00, 95.00, 290.00
80.00, 291.00, 95.00, 291.00
80.00, 291.00, 95.00, 291.00
80.00, 292.00, 95.00, 292.00
80.00, 293.00, 95.00, 293.00
80.00, 293.00, 95.00, 293.00
80.00, 294.00, 95.00, 294.00
80.00, 295.00, 95.00, 295.00
80.00, 295.00, 95.00, 295.00
80.00, 297.00, 95.00, 297.00
80.00, 298.00, 95.00, 298.00
80.00, 299.00, 95.00, 299.00
80.00, 299.00, 95.00, 299.00
80.00, 299.00, 95.00, 299.00
80.00, 300.00, 95.00, 300.00
80.00, 300.00, 95.00, 300.00
80.00, 301.00, 95.00, 301.00
80.00, 301.00, 95.00, 301.00
80.00, 298.00, 95.00, 298.00
80.00, 300.00, 95.00, 300.00
80.00, 303.00, 95.00, 303.00
80.00, 304.00, 95.00, 304.00
80.00, 306.00, 95.00, 306.00
80.00, 309.00, 95.00, 309.00
80.00, 310.00, 95.00, 310.00
80.00, 314.00, 95.00, 314.00
80.00, 316.00, 95.00, 316.00
80.00, 318.00, 95.00, 318.00
80.00, 320.00, 95.00, 320.00
80.00, 322.00, 95.00, 322.00
80.00, 324.00, 95.00, 324.00
80.00, 326.00, 95.00, 326.00
80.00, 327.00, 95.00, 327.00
80.00, 330.00, 95.00, 330.00
80.00, 349.00, 95.00, 349.00
80.00, 350.00, 95.00, 350.00
80.00, 353.00, 95.00, 353.00
80.00, 355.00, 95.00, 355.00
80.00, 356.00, 95.00, 356.00
80.00, 359.00, 95.00, 359.00
80.00, 361.00, 95.00, 361.00
80.00, 380.00, 95.00, 380.00
80.00, 382.00, 95.00, 382.00
80.00, 384.00, 95.00, 384.00
80.00, 386.00, 95.00, 386.00
80.00, 388.00, 95.00, 388.00
80.00, 390.00, 95.00, 390.00
80.00, 392.00, 95.00, 392.00
80.00, 393.00, 95.00, 393.00
80.00, 396.00, 95.00, 396.00
80.00, 398.00, 95.00, 398.00
80.00, 400.00, 95.00, 400.00
80.00, 402.00, 95.00, 402.00
80.00, 404.00, 95.00, 404.00
80.00, 406.00, 95.00, 406.00
80.00, 406.00, 95.00, 406.00
80.00, 408.00, 95.00, 408.00
80.00, 411.00, 95.00, 410.00
80.00, 411.00, 95.00, 410.00
80.00, 413.00, 95.00, 412.00
80.00, 414.00, 95.00, 413.00
80.00, 416.00, 95.00, 415.00
81.00, 417.00, 96.00, 416.00
81.00, 418.00, 96.00, 417.00
81.00, 419.00, 96.00, 417.00
81.00, 420.00, 96.00, 418.00
81.00, 422.00, 96.00, 420.00
81.00, 423.00, 96.00, 421.00
81.00, 423.00, 96.00, 421.00
81.00, 424.00, 96.00, 422.00
82.00, 426.00, 97.00, 424.00
82.00, 427.00, 97.00, 424.00
82.00, 429.00, 97.00, 426.00
82.00, 430.00, 97.00, 427.00
82.00, 431.00, 97.00, 428.00
83.00, 433.00, 98.00, 430.00
83.00, 433.00, 98.00, 430.00
83.00, 434.00, 98.00, 431.00
83.00, 437.00, 98.00, 433.00
84.00, 438.00, 99.00, 434.00
84.00, 439.00, 99.00, 435.00
85.00, 440.00, 99.00, 436.00
85.00, 440.00, 99.00, 436.00
86.00, 442.00, 100.00, 438.00
86.00, 443.00, 100.00, 439.00
86.00, 443.00, 100.00, 439.00
87.00, 445.00, 101.00, 440.00
87.00, 447.00, 101.00, 442.00
87.00, 447.00, 101.00, 442.00
88.00, 449.00, 102.00, 444.00
102.00, 477.00, 114.00, 469.00
88.00, 450.00, 102.00, 445.00
103.00, 480.00, 115.00, 471.00
104.00, 480.00, 116.00, 472.00
89.00, 454.00, 103.00, 448.00
107.00, 485.00, 119.00, 476.00
106.00, 484.00, 118.00, 475.00
107.00, 486.00, 119.00, 477.00
108.00, 486.00, 120.00, 477.00
108.00, 487.00, 120.00, 478.00
114.00, 494.00, 125.00, 484.00
115.00, 495.00, 126.00, 485.00
116.00, 496.00, 127.00, 486.00
117.00, 497.00, 128.00, 487.00
118.00, 498.00, 129.00, 488.00
118.00, 499.00, 129.00, 488.00
119.00, 499.00, 130.00, 489.00
118.00, 498.00, 129.00, 488.00
124.00, 504.00, 134.00, 493.00
125.00, 504.00, 135.00, 493.00
126.00, 505.00, 136.00, 494.00
126.00, 506.00, 136.00, 495.00
127.00, 507.00, 137.00, 496.00
127.00, 508.00, 137.00, 496.00
111.00, 491.00, 123.00, 481.00
130.00, 510.00, 140.00, 498.00
113.00, 492.00, 124.00, 482.00
133.00, 512.00, 142.00, 500.00
117.00, 497.00, 128.00, 487.00
119.00, 500.00, 130.00, 489.00
120.00, 500.00, 131.00, 490.00
124.00, 504.00, 134.00, 493.00
124.00, 504.00, 134.00, 493.00
125.00, 504.00, 135.00, 493.00
143.00, 519.00, 151.00, 506.00
145.00, 520.00, 153.00, 507.00
149.00, 522.00, 156.00, 509.00
155.00, 525.00, 162.00, 512.00
168.00, 498.00, 161.00, 511.00
174.00, 501.00, 168.00, 515.00
181.00, 504.00, 176.00, 518.00
205.00, 509.00, 204.00, 524.00
209.00, 509.00, 208.00, 524.00
210.00, 509.00, 209.00, 524.00
158.00, 492.00, 150.00, 505.00
