current_x, current_y, calc_x, calc_y, distance
1.47, 5.22, 1.55, 5.08, 0.16
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.48, 5.23, 1.56, 5.09, 0.16
1.48, 5.24, 1.56, 5.09, 0.17
1.48, 5.24, 1.56, 5.09, 0.17
1.49, 5.24, 1.57, 5.09, 0.17
1.49, 5.25, 1.57, 5.10, 0.18
1.50, 5.25, 1.58, 5.10, 0.17
1.50, 5.25, 1.58, 5.10, 0.17
1.50, 5.26, 1.58, 5.10, 0.18
1.51, 5.26, 1.59, 5.11, 0.17
1.51, 5.26, 1.59, 5.11, 0.17
1.52, 5.26, 1.60, 5.11, 0.17
1.52, 5.26, 1.60, 5.11, 0.17
1.52, 5.27, 1.60, 5.11, 0.18
1.53, 5.27, 1.61, 5.11, 0.17
1.53, 5.27, 1.61, 5.11, 0.17
1.54, 5.28, 1.62, 5.12, 0.18
1.54, 5.28, 1.62, 5.12, 0.18
1.55, 5.28, 1.63, 5.12, 0.17
1.55, 5.28, 1.63, 5.12, 0.17
1.56, 5.28, 1.63, 5.13, 0.17
1.56, 5.29, 1.64, 5.13, 0.18
1.57, 5.29, 1.64, 5.13, 0.18
1.57, 5.29, 1.64, 5.13, 0.18
1.58, 5.30, 1.65, 5.14, 0.18
1.59, 5.30, 1.66, 5.14, 0.18
1.59, 5.30, 1.66, 5.14, 0.18
1.60, 5.30, 1.67, 5.14, 0.17
1.60, 5.31, 1.67, 5.14, 0.18
1.61, 5.31, 1.68, 5.15, 0.18
1.62, 5.31, 1.69, 5.15, 0.17
1.63, 5.31, 1.69, 5.15, 0.17
1.63, 5.32, 1.70, 5.15, 0.18
1.64, 5.32, 1.70, 5.16, 0.17
1.65, 5.32, 1.71, 5.16, 0.17
1.66, 5.33, 1.72, 5.16, 0.18
1.67, 5.33, 1.73, 5.17, 0.17
1.67, 5.33, 1.73, 5.17, 0.17
1.68, 5.34, 1.74, 5.17, 0.18
1.69, 5.34, 1.75, 5.17, 0.18
1.70, 5.34, 1.76, 5.18, 0.17
1.70, 5.34, 1.76, 5.18, 0.17
1.71, 5.35, 1.77, 5.18, 0.18
1.73, 5.35, 1.78, 5.19, 0.17
1.73, 5.35, 1.78, 5.19, 0.17
1.74, 5.36, 1.79, 5.19, 0.18
1.75, 5.36, 1.80, 5.19, 0.18
1.75, 5.36, 1.80, 5.19, 0.18
1.76, 5.36, 1.81, 5.19, 0.17
1.77, 5.36, 1.82, 5.20, 0.17
1.77, 5.36, 1.82, 5.20, 0.17
1.78, 5.36, 1.83, 5.20, 0.17
1.78, 5.36, 1.83, 5.20, 0.17
1.79, 5.37, 1.84, 5.20, 0.17
1.79, 5.37, 1.84, 5.20, 0.17
1.80, 5.37, 1.84, 5.20, 0.17
1.80, 5.37, 1.84, 5.20, 0.17
1.81, 5.37, 1.85, 5.21, 0.17
1.81, 5.37, 1.85, 5.21, 0.17
1.82, 5.37, 1.86, 5.21, 0.17
1.82, 5.37, 1.86, 5.21, 0.17
1.83, 5.38, 1.87, 5.21, 0.17
1.84, 5.38, 1.88, 5.21, 0.17
1.84, 5.38, 1.88, 5.21, 0.17
1.85, 5.38, 1.89, 5.21, 0.17
1.86, 5.38, 1.90, 5.22, 0.17
1.86, 5.38, 1.90, 5.22, 0.17
1.87, 5.38, 1.90, 5.22, 0.17
1.88, 5.38, 1.91, 5.22, 0.16
1.88, 5.38, 1.91, 5.22, 0.16
1.89, 5.38, 1.92, 5.22, 0.16
1.90, 5.39, 1.93, 5.22, 0.17
1.90, 5.39, 1.93, 5.22, 0.17
1.91, 5.39, 1.94, 5.22, 0.17
1.91, 5.39, 1.94, 5.22, 0.17
1.92, 5.39, 1.95, 5.23, 0.17
1.93, 5.39, 1.96, 5.23, 0.16
1.93, 5.39, 1.96, 5.23, 0.16
1.94, 5.39, 1.97, 5.23, 0.16
1.94, 5.39, 1.97, 5.23, 0.16
1.95, 5.39, 1.97, 5.23, 0.16
1.95, 5.39, 1.97, 5.23, 0.16
1.96, 5.39, 1.98, 5.23, 0.16
1.97, 5.39, 1.99, 5.23, 0.16
1.98, 5.39, 2.00, 5.23, 0.16
1.98, 5.39, 2.00, 5.23, 0.16
2.00, 5.39, 2.02, 5.24, 0.16
2.01, 5.39, 2.03, 5.24, 0.15
2.01, 5.39, 2.03, 5.24, 0.15
2.02, 5.40, 2.04, 5.24, 0.16
2.03, 5.40, 2.04, 5.24, 0.16
2.04, 5.40, 2.05, 5.24, 0.16
2.04, 5.40, 2.05, 5.24, 0.16
2.05, 5.40, 2.06, 5.24, 0.16
2.06, 5.40, 2.07, 5.24, 0.16
2.06, 5.40, 2.07, 5.24, 0.16
2.07, 5.40, 2.08, 5.24, 0.16
2.08, 5.40, 2.09, 5.24, 0.16
2.08, 5.40, 2.09, 5.24, 0.16
2.09, 5.40, 2.10, 5.24, 0.16
2.09, 5.41, 2.10, 5.24, 0.17
2.10, 5.40, 2.11, 5.24, 0.16
2.10, 5.40, 2.11, 5.24, 0.16
2.11, 5.40, 2.11, 5.24, 0.16
2.12, 5.40, 2.12, 5.24, 0.16
2.13, 5.41, 2.13, 5.24, 0.17
2.14, 5.40, 2.14, 5.24, 0.16
2.14, 5.40, 2.14, 5.24, 0.16
2.15, 5.40, 2.15, 5.24, 0.16
2.16, 5.41, 2.16, 5.24, 0.17
2.17, 5.40, 2.17, 5.24, 0.16
2.18, 5.40, 2.18, 5.24, 0.16
2.19, 5.40, 2.19, 5.24, 0.16
2.19, 5.40, 2.19, 5.24, 0.16
2.20, 5.40, 2.19, 5.24, 0.16
2.21, 5.40, 2.20, 5.24, 0.16
2.21, 5.40, 2.20, 5.24, 0.16
2.22, 5.40, 2.21, 5.24, 0.16
2.22, 5.40, 2.21, 5.24, 0.16
2.23, 5.40, 2.22, 5.24, 0.16
2.23, 5.40, 2.22, 5.24, 0.16
2.24, 5.40, 2.23, 5.24, 0.16
2.25, 5.40, 2.24, 5.24, 0.16
2.25, 5.40, 2.24, 5.24, 0.16
2.26, 5.40, 2.25, 5.24, 0.16
2.26, 5.40, 2.25, 5.24, 0.16
2.27, 5.40, 2.26, 5.24, 0.16
2.28, 5.40, 2.26, 5.24, 0.16
2.29, 5.40, 2.27, 5.24, 0.16
2.30, 5.40, 2.28, 5.24, 0.17
2.30, 5.39, 2.28, 5.24, 0.16
2.31, 5.39, 2.29, 5.23, 0.16
2.31, 5.39, 2.29, 5.23, 0.16
2.31, 5.39, 2.29, 5.23, 0.16
2.32, 5.39, 2.30, 5.23, 0.16
2.32, 5.39, 2.30, 5.23, 0.16
2.32, 5.39, 2.30, 5.23, 0.16
2.33, 5.39, 2.31, 5.23, 0.16
2.33, 5.39, 2.31, 5.23, 0.16
2.33, 5.39, 2.31, 5.23, 0.16
2.34, 5.39, 2.32, 5.23, 0.16
2.34, 5.39, 2.32, 5.23, 0.16
2.34, 5.39, 2.32, 5.23, 0.16
2.35, 5.39, 2.33, 5.23, 0.16
2.35, 5.39, 2.33, 5.23, 0.16
2.35, 5.39, 2.33, 5.23, 0.16
2.36, 5.38, 2.34, 5.23, 0.15
2.36, 5.38, 2.34, 5.23, 0.15
2.37, 5.38, 2.34, 5.23, 0.15
2.38, 5.38, 2.35, 5.23, 0.16
2.38, 5.38, 2.35, 5.23, 0.16
2.39, 5.38, 2.36, 5.22, 0.16
2.40, 5.38, 2.37, 5.22, 0.16
2.41, 5.38, 2.38, 5.22, 0.16
2.41, 5.37, 2.38, 5.22, 0.15
2.42, 5.37, 2.39, 5.22, 0.15
2.43, 5.37, 2.40, 5.22, 0.16
2.44, 5.37, 2.41, 5.22, 0.16
2.45, 5.37, 2.41, 5.21, 0.16
2.46, 5.36, 2.42, 5.21, 0.15
2.47, 5.36, 2.43, 5.21, 0.16
2.47, 5.36, 2.43, 5.21, 0.16
2.48, 5.36, 2.44, 5.21, 0.16
2.48, 5.36, 2.44, 5.21, 0.16
2.50, 5.36, 2.46, 5.20, 0.16
2.50, 5.36, 2.46, 5.20, 0.16
2.51, 5.35, 2.47, 5.20, 0.16
2.52, 5.35, 2.48, 5.20, 0.16
2.53, 5.35, 2.49, 5.20, 0.16
2.54, 5.34, 2.50, 5.19, 0.15
2.55, 5.34, 2.50, 5.19, 0.16
2.56, 5.34, 2.51, 5.19, 0.16
2.57, 5.34, 2.52, 5.18, 0.16
2.57, 5.33, 2.52, 5.18, 0.15
2.58, 5.33, 2.53, 5.18, 0.16
2.59, 5.33, 2.54, 5.18, 0.16
2.60, 5.32, 2.55, 5.17, 0.15
2.61, 5.32, 2.56, 5.17, 0.16
2.62, 5.32, 2.56, 5.17, 0.16
2.63, 5.31, 2.58, 5.17, 0.15
2.63, 5.31, 2.58, 5.17, 0.15
2.64, 5.31, 2.58, 5.16, 0.16
2.64, 5.31, 2.58, 5.16, 0.16
2.65, 5.30, 2.59, 5.16, 0.15
2.66, 5.30, 2.60, 5.16, 0.16
2.67, 5.29, 2.61, 5.15, 0.15
2.67, 5.29, 2.61, 5.15, 0.15
2.68, 5.29, 2.62, 5.15, 0.15
2.69, 5.28, 2.63, 5.14, 0.15
2.70, 5.28, 2.64, 5.14, 0.15
2.70, 5.28, 2.64, 5.14, 0.15
2.71, 5.27, 2.65, 5.13, 0.15
2.72, 5.27, 2.66, 5.13, 0.15
2.73, 5.27, 2.66, 5.13, 0.16
2.73, 5.26, 2.67, 5.13, 0.15
2.73, 5.26, 2.67, 5.13, 0.15
2.74, 5.26, 2.67, 5.12, 0.15
2.75, 5.25, 2.68, 5.12, 0.15
2.76, 5.25, 2.69, 5.11, 0.15
2.76, 5.24, 2.69, 5.11, 0.14
2.77, 5.24, 2.70, 5.11, 0.15
2.77, 5.24, 2.70, 5.11, 0.15
2.78, 5.24, 2.71, 5.11, 0.15
2.78, 5.23, 2.71, 5.10, 0.14
2.79, 5.23, 2.72, 5.10, 0.15
2.79, 5.23, 2.72, 5.10, 0.15
2.80, 5.23, 2.73, 5.10, 0.15
2.80, 5.22, 2.73, 5.09, 0.14
2.81, 5.22, 2.74, 5.09, 0.15
2.81, 5.22, 2.74, 5.09, 0.15
2.82, 5.22, 2.74, 5.09, 0.15
2.82, 5.21, 2.75, 5.08, 0.15
2.82, 5.21, 2.75, 5.08, 0.15
2.83, 5.21, 2.75, 5.08, 0.15
2.83, 5.21, 2.75, 5.08, 0.15
2.83, 5.21, 2.75, 5.08, 0.15
2.83, 5.21, 2.75, 5.08, 0.15
2.84, 5.21, 2.76, 5.08, 0.16
2.84, 5.20, 2.76, 5.07, 0.15
2.85, 5.20, 2.77, 5.07, 0.15
2.85, 5.20, 2.77, 5.07, 0.15
2.86, 5.20, 2.78, 5.07, 0.16
2.86, 5.19, 2.78, 5.06, 0.15
2.87, 5.19, 2.79, 5.06, 0.15
2.87, 5.19, 2.79, 5.06, 0.15
2.88, 5.18, 2.80, 5.05, 0.15
2.88, 5.18, 2.80, 5.05, 0.15
2.89, 5.18, 2.80, 5.05, 0.16
2.89, 5.17, 2.81, 5.05, 0.15
2.90, 5.17, 2.81, 5.04, 0.15
2.91, 5.17, 2.82, 5.04, 0.16
2.91, 5.16, 2.83, 5.04, 0.15
2.91, 5.16, 2.83, 5.04, 0.15
2.92, 5.15, 2.84, 5.03, 0.15
2.92, 5.15, 2.84, 5.03, 0.15
2.93, 5.15, 2.84, 5.02, 0.15
2.93, 5.14, 2.85, 5.02, 0.15
2.94, 5.14, 2.85, 5.02, 0.15
2.94, 5.13, 2.86, 5.01, 0.14
2.95, 5.13, 2.86, 5.01, 0.15
2.95, 5.13, 2.86, 5.01, 0.15
2.96, 5.12, 2.87, 5.00, 0.15
2.96, 5.12, 2.87, 5.00, 0.15
2.97, 5.12, 2.88, 5.00, 0.15
2.97, 5.11, 2.88, 4.99, 0.15
2.97, 5.11, 2.88, 4.99, 0.15
2.98, 5.10, 2.89, 4.99, 0.14
2.98, 5.10, 2.89, 4.99, 0.14
2.99, 5.09, 2.90, 4.98, 0.14
3.00, 5.09, 2.91, 4.97, 0.15
3.00, 5.08, 2.91, 4.97, 0.14
3.01, 5.08, 2.92, 4.97, 0.15
3.01, 5.07, 2.92, 4.96, 0.14
3.02, 5.07, 2.93, 4.96, 0.15
3.04, 5.05, 2.94, 4.94, 0.14
3.04, 5.05, 2.94, 4.94, 0.14
3.05, 5.04, 2.95, 4.93, 0.14
3.05, 5.04, 2.95, 4.93, 0.14
3.06, 5.04, 2.96, 4.93, 0.15
3.06, 5.03, 2.96, 4.93, 0.14
3.07, 5.02, 2.97, 4.92, 0.14
3.07, 5.02, 2.97, 4.92, 0.14
3.08, 5.01, 2.98, 4.91, 0.14
3.08, 5.00, 2.99, 4.90, 0.13
3.09, 4.99, 3.00, 4.89, 0.13
3.10, 4.98, 3.00, 4.89, 0.13
3.10, 4.98, 3.00, 4.89, 0.13
3.11, 4.97, 3.01, 4.88, 0.13
3.11, 4.96, 3.02, 4.87, 0.13
3.12, 4.96, 3.02, 4.87, 0.13
3.13, 4.95, 3.03, 4.86, 0.14
3.13, 4.94, 3.04, 4.85, 0.13
3.14, 4.93, 3.04, 4.84, 0.13
3.14, 4.92, 3.05, 4.84, 0.12
3.15, 4.91, 3.06, 4.83, 0.12
3.16, 4.91, 3.06, 4.82, 0.13
3.16, 4.90, 3.07, 4.82, 0.12
3.16, 4.89, 3.07, 4.81, 0.12
3.17, 4.89, 3.07, 4.81, 0.13
3.17, 4.88, 3.08, 4.80, 0.12
3.18, 4.87, 3.09, 4.79, 0.12
3.18, 4.86, 3.09, 4.79, 0.11
3.19, 4.86, 3.09, 4.78, 0.12
3.19, 4.85, 3.10, 4.78, 0.12
3.20, 4.85, 3.10, 4.77, 0.12
3.20, 4.84, 3.11, 4.77, 0.12
3.20, 4.84, 3.11, 4.77, 0.12
3.21, 4.83, 3.11, 4.76, 0.12
3.21, 4.83, 3.11, 4.76, 0.12
3.21, 4.83, 3.11, 4.76, 0.12
3.22, 4.82, 3.12, 4.75, 0.12
3.22, 4.82, 3.12, 4.75, 0.12
3.23, 4.81, 3.13, 4.74, 0.12
3.23, 4.81, 3.13, 4.74, 0.12
3.23, 4.81, 3.13, 4.74, 0.12
3.24, 4.80, 3.14, 4.73, 0.13
3.24, 4.79, 3.14, 4.72, 0.12
3.24, 4.79, 3.14, 4.72, 0.12
3.25, 4.78, 3.15, 4.71, 0.12
3.25, 4.77, 3.15, 4.70, 0.12
3.26, 4.76, 3.16, 4.69, 0.12
3.26, 4.76, 3.16, 4.69, 0.12
3.27, 4.75, 3.16, 4.68, 0.12
3.27, 4.74, 3.17, 4.68, 0.12
3.28, 4.73, 3.18, 4.67, 0.12
3.29, 4.72, 3.18, 4.66, 0.13
3.29, 4.72, 3.18, 4.66, 0.13
3.30, 4.71, 3.19, 4.65, 0.13
3.30, 4.70, 3.19, 4.64, 0.12
3.31, 4.69, 3.20, 4.63, 0.13
3.31, 4.68, 3.20, 4.62, 0.12
3.32, 4.67, 3.21, 4.61, 0.13
3.32, 4.67, 3.21, 4.61, 0.13
3.33, 4.66, 3.21, 4.60, 0.13
3.33, 4.65, 3.22, 4.59, 0.13
3.34, 4.64, 3.22, 4.58, 0.13
3.34, 4.63, 3.23, 4.57, 0.13
3.35, 4.62, 3.23, 4.56, 0.13
3.35, 4.61, 3.23, 4.56, 0.13
3.36, 4.60, 3.24, 4.54, 0.13
3.36, 4.59, 3.24, 4.54, 0.13
3.37, 4.59, 3.24, 4.53, 0.14
3.37, 4.58, 3.25, 4.53, 0.13
3.37, 4.57, 3.25, 4.52, 0.13
3.38, 4.57, 3.25, 4.52, 0.14
3.38, 4.56, 3.26, 4.51, 0.13
3.38, 4.55, 3.26, 4.50, 0.13
3.39, 4.55, 3.26, 4.50, 0.14
3.39, 4.54, 3.26, 4.49, 0.14
3.39, 4.54, 3.26, 4.49, 0.14
3.40, 4.53, 3.27, 4.48, 0.14
3.40, 4.53, 3.27, 4.48, 0.14
3.40, 4.52, 3.27, 4.47, 0.14
3.41, 4.51, 3.28, 4.46, 0.14
3.41, 4.50, 3.28, 4.45, 0.14
3.41, 4.50, 3.28, 4.45, 0.14
3.41, 4.49, 3.28, 4.44, 0.14
3.42, 4.48, 3.28, 4.43, 0.14
3.42, 4.47, 3.29, 4.43, 0.14
3.42, 4.47, 3.29, 4.43, 0.14
3.43, 4.46, 3.29, 4.41, 0.15
3.43, 4.45, 3.29, 4.41, 0.14
3.43, 4.44, 3.30, 4.40, 0.14
3.43, 4.43, 3.30, 4.39, 0.14
3.44, 4.42, 3.30, 4.38, 0.14
3.44, 4.42, 3.30, 4.38, 0.14
3.44, 4.41, 3.30, 4.37, 0.14
3.44, 4.41, 3.30, 4.37, 0.14
3.44, 4.40, 3.31, 4.36, 0.14
3.44, 4.39, 3.31, 4.35, 0.14
3.44, 4.39, 3.31, 4.35, 0.14
3.44, 4.38, 3.31, 4.35, 0.13
3.44, 4.38, 3.31, 4.35, 0.13
3.44, 4.37, 3.31, 4.34, 0.13
3.44, 4.36, 3.32, 4.33, 0.13
3.45, 4.35, 3.32, 4.32, 0.14
3.45, 4.34, 3.32, 4.31, 0.13
3.45, 4.34, 3.32, 4.31, 0.13
3.45, 4.33, 3.32, 4.30, 0.13
3.45, 4.32, 3.32, 4.29, 0.13
3.45, 4.32, 3.32, 4.29, 0.13
3.45, 4.31, 3.33, 4.28, 0.13
3.45, 4.30, 3.33, 4.28, 0.13
3.45, 4.29, 3.33, 4.27, 0.12
3.45, 4.28, 3.33, 4.26, 0.12
3.46, 4.27, 3.33, 4.25, 0.13
3.46, 4.27, 3.33, 4.25, 0.13
3.46, 4.26, 3.33, 4.24, 0.13
3.46, 4.25, 3.34, 4.23, 0.13
3.46, 4.25, 3.34, 4.23, 0.13
3.46, 4.24, 3.34, 4.22, 0.12
3.46, 4.23, 3.34, 4.21, 0.12
3.46, 4.22, 3.34, 4.20, 0.12
3.46, 4.21, 3.34, 4.19, 0.12
3.46, 4.20, 3.34, 4.19, 0.12
3.46, 4.19, 3.34, 4.18, 0.12
3.46, 4.18, 3.34, 4.17, 0.12
3.46, 4.18, 3.34, 4.17, 0.12
3.45, 4.17, 3.34, 4.16, 0.11
3.47, 4.26, 3.33, 4.24, 0.14
3.47, 4.25, 3.34, 4.23, 0.14
3.46, 4.16, 3.35, 4.15, 0.12
3.46, 4.15, 3.35, 4.14, 0.11
3.47, 4.25, 3.34, 4.23, 0.14
3.45, 4.15, 3.35, 4.14, 0.10
3.45, 4.14, 3.35, 4.13, 0.10
3.47, 4.24, 3.34, 4.22, 0.13
3.47, 4.23, 3.34, 4.21, 0.13
3.45, 4.13, 3.35, 4.12, 0.10
3.47, 4.22, 3.34, 4.20, 0.13
3.45, 4.12, 3.35, 4.11, 0.10
3.47, 4.22, 3.34, 4.20, 0.13
3.45, 4.11, 3.35, 4.10, 0.10
3.47, 4.21, 3.34, 4.19, 0.13
3.47, 4.20, 3.34, 4.18, 0.13
3.45, 4.10, 3.35, 4.10, 0.10
3.45, 4.09, 3.35, 4.09, 0.10
3.47, 4.19, 3.34, 4.18, 0.13
3.45, 4.09, 3.35, 4.09, 0.10
3.45, 4.08, 3.35, 4.08, 0.10
3.47, 4.19, 3.34, 4.18, 0.13
3.47, 4.18, 3.34, 4.17, 0.13
3.45, 4.07, 3.35, 4.07, 0.10
3.47, 4.17, 3.34, 4.16, 0.13
3.45, 4.06, 3.35, 4.06, 0.10
3.47, 4.16, 3.35, 4.15, 0.13
3.45, 4.06, 3.35, 4.06, 0.10
3.47, 4.15, 3.35, 4.14, 0.12
3.45, 4.05, 3.35, 4.05, 0.10
3.47, 4.15, 3.35, 4.14, 0.12
3.45, 4.04, 3.35, 4.04, 0.10
3.47, 4.15, 3.35, 4.14, 0.12
3.45, 4.04, 3.35, 4.04, 0.10
3.45, 4.03, 3.35, 4.03, 0.10
3.47, 4.14, 3.35, 4.13, 0.12
3.45, 4.03, 3.35, 4.03, 0.10
3.47, 4.14, 3.35, 4.13, 0.12
3.46, 4.02, 3.35, 4.02, 0.11
3.47, 4.14, 3.35, 4.13, 0.12
3.45, 4.02, 3.35, 4.02, 0.10
3.48, 4.13, 3.35, 4.12, 0.13
3.47, 4.12, 3.35, 4.11, 0.12
3.46, 4.02, 3.35, 4.02, 0.11
3.45, 4.01, 3.35, 4.01, 0.10
3.48, 4.12, 3.35, 4.11, 0.13
3.46, 4.00, 3.35, 4.00, 0.11
3.47, 4.11, 3.35, 4.10, 0.12
3.46, 4.00, 3.35, 4.00, 0.11
3.48, 4.11, 3.35, 4.10, 0.13
3.46, 3.99, 3.35, 3.99, 0.11
3.48, 4.10, 3.35, 4.09, 0.13
3.46, 3.99, 3.35, 3.99, 0.11
3.47, 4.10, 3.35, 4.09, 0.12
3.48, 4.09, 3.35, 4.09, 0.13
3.46, 3.98, 3.35, 3.98, 0.11
3.48, 4.09, 3.35, 4.09, 0.13
3.46, 3.97, 3.35, 3.97, 0.11
3.48, 4.08, 3.35, 4.08, 0.13
3.46, 3.97, 3.35, 3.97, 0.11
3.46, 3.96, 3.35, 3.96, 0.11
3.48, 4.07, 3.35, 4.07, 0.13
3.46, 3.95, 3.35, 3.95, 0.11
3.48, 4.06, 3.35, 4.06, 0.13
3.46, 3.95, 3.35, 3.95, 0.11
3.48, 4.06, 3.35, 4.06, 0.13
3.48, 4.05, 3.35, 4.05, 0.13
3.46, 3.94, 3.35, 3.94, 0.11
3.46, 3.93, 3.35, 3.93, 0.11
3.48, 4.04, 3.35, 4.04, 0.13
3.48, 4.03, 3.35, 4.03, 0.13
3.46, 3.92, 3.35, 3.92, 0.11
3.46, 3.91, 3.35, 3.91, 0.11
3.48, 4.02, 3.35, 4.02, 0.13
3.46, 3.91, 3.35, 3.91, 0.11
3.48, 4.02, 3.35, 4.02, 0.13
3.46, 3.90, 3.35, 3.90, 0.11
3.48, 4.01, 3.35, 4.01, 0.13
3.46, 3.89, 3.35, 3.89, 0.11
3.48, 4.00, 3.35, 4.00, 0.13
3.48, 3.99, 3.35, 3.99, 0.13
3.46, 3.88, 3.35, 3.88, 0.11
3.46, 3.87, 3.35, 3.87, 0.11
3.48, 3.98, 3.35, 3.98, 0.13
3.48, 3.97, 3.35, 3.97, 0.13
3.46, 3.87, 3.35, 3.87, 0.11
3.46, 3.86, 3.35, 3.86, 0.11
3.48, 3.97, 3.35, 3.97, 0.13
3.46, 3.86, 3.35, 3.86, 0.11
3.48, 3.96, 3.35, 3.96, 0.13
3.46, 3.85, 3.35, 3.85, 0.11
3.48, 3.96, 3.35, 3.96, 0.13
3.48, 3.95, 3.35, 3.95, 0.13
3.46, 3.85, 3.35, 3.85, 0.11
3.48, 3.95, 3.35, 3.95, 0.13
3.48, 3.94, 3.35, 3.94, 0.13
3.46, 3.84, 3.35, 3.84, 0.11
3.46, 3.83, 3.35, 3.83, 0.11
3.48, 3.94, 3.35, 3.94, 0.13
3.46, 3.83, 3.35, 3.83, 0.11
3.46, 3.82, 3.35, 3.82, 0.11
3.48, 3.94, 3.35, 3.94, 0.13
3.46, 3.82, 3.35, 3.82, 0.11
3.48, 3.94, 3.35, 3.94, 0.13
3.46, 3.82, 3.35, 3.82, 0.11
3.48, 3.93, 3.35, 3.93, 0.13
3.48, 3.92, 3.35, 3.92, 0.13
3.46, 3.82, 3.35, 3.82, 0.11
3.48, 3.92, 3.35, 3.92, 0.13
3.46, 3.81, 3.35, 3.81, 0.11
3.49, 3.92, 3.35, 3.92, 0.14
3.46, 3.80, 3.35, 3.80, 0.11
3.49, 3.91, 3.35, 3.91, 0.14
3.46, 3.80, 3.35, 3.80, 0.11
3.47, 3.79, 3.35, 3.79, 0.12
3.49, 3.90, 3.35, 3.90, 0.14
3.46, 3.78, 3.35, 3.78, 0.11
3.49, 3.89, 3.35, 3.89, 0.14
3.47, 3.77, 3.35, 3.77, 0.12
3.49, 3.87, 3.35, 3.87, 0.14
3.49, 3.87, 3.35, 3.87, 0.14
3.46, 3.76, 3.35, 3.76, 0.11
3.49, 3.86, 3.35, 3.86, 0.14
3.46, 3.75, 3.35, 3.75, 0.11
3.49, 3.85, 3.35, 3.85, 0.14
3.46, 3.74, 3.35, 3.74, 0.11
3.46, 3.73, 3.35, 3.73, 0.11
3.48, 3.84, 3.35, 3.84, 0.13
3.46, 3.72, 3.35, 3.72, 0.11
3.49, 3.83, 3.35, 3.83, 0.14
3.49, 3.82, 3.35, 3.82, 0.14
3.47, 3.70, 3.35, 3.70, 0.12
3.49, 3.81, 3.35, 3.81, 0.14
3.49, 3.80, 3.35, 3.80, 0.14
3.46, 3.69, 3.35, 3.69, 0.11
3.49, 3.79, 3.35, 3.79, 0.14
3.47, 3.69, 3.35, 3.69, 0.12
3.49, 3.79, 3.35, 3.79, 0.14
3.47, 3.68, 3.35, 3.68, 0.12
3.49, 3.79, 3.35, 3.79, 0.14
3.47, 3.67, 3.35, 3.67, 0.12
3.47, 3.67, 3.35, 3.67, 0.12
3.49, 3.78, 3.35, 3.78, 0.14
3.47, 3.66, 3.35, 3.66, 0.12
3.49, 3.78, 3.35, 3.78, 0.14
3.47, 3.66, 3.35, 3.66, 0.12
3.49, 3.77, 3.35, 3.77, 0.14
3.49, 3.76, 3.35, 3.76, 0.14
3.47, 3.65, 3.35, 3.65, 0.12
3.49, 3.76, 3.35, 3.76, 0.14
3.49, 3.74, 3.35, 3.74, 0.14
3.49, 3.74, 3.35, 3.74, 0.14
3.49, 3.73, 3.35, 3.73, 0.14
3.49, 3.73, 3.35, 3.73, 0.14
3.49, 3.72, 3.35, 3.72, 0.14
3.49, 3.72, 3.35, 3.72, 0.14
3.49, 3.72, 3.35, 3.72, 0.14
3.49, 3.71, 3.35, 3.71, 0.14
3.49, 3.69, 3.35, 3.69, 0.14
3.49, 3.69, 3.35, 3.69, 0.14
3.49, 3.69, 3.35, 3.69, 0.14
3.49, 3.69, 3.35, 3.69, 0.14
3.49, 3.68, 3.35, 3.68, 0.14
3.49, 3.67, 3.35, 3.67, 0.14
3.49, 3.66, 3.35, 3.66, 0.14
3.49, 3.65, 3.35, 3.65, 0.14
3.48, 3.65, 3.35, 3.65, 0.13
3.48, 3.64, 3.35, 3.64, 0.13
3.48, 3.64, 3.35, 3.64, 0.13
3.49, 3.63, 3.35, 3.63, 0.14
3.49, 3.62, 3.35, 3.62, 0.14
3.49, 3.62, 3.35, 3.62, 0.14
3.49, 3.62, 3.35, 3.62, 0.14
3.49, 3.61, 3.35, 3.61, 0.14
3.49, 3.61, 3.35, 3.61, 0.14
3.49, 3.60, 3.35, 3.60, 0.14
3.49, 3.59, 3.35, 3.59, 0.14
3.49, 3.58, 3.35, 3.58, 0.14
3.49, 3.58, 3.35, 3.58, 0.14
3.49, 3.57, 3.35, 3.57, 0.14
3.49, 3.57, 3.35, 3.57, 0.14
3.49, 3.56, 3.35, 3.56, 0.14
3.49, 3.56, 3.35, 3.56, 0.14
3.49, 3.55, 3.35, 3.55, 0.14
3.49, 3.55, 3.35, 3.55, 0.14
3.49, 3.54, 3.35, 3.54, 0.14
3.49, 3.54, 3.35, 3.54, 0.14
3.49, 3.53, 3.35, 3.53, 0.14
3.49, 3.52, 3.35, 3.52, 0.14
3.49, 3.52, 3.35, 3.52, 0.14
3.49, 3.51, 3.35, 3.51, 0.14
