current_x, current_y, calc_x, calc_y, distance
0.85, 2.99, 0.95, 2.99, 0.10
0.86, 2.99, 0.95, 2.99, 0.09
0.86, 3.00, 0.95, 3.00, 0.09
0.86, 3.00, 0.95, 3.00, 0.09
0.86, 3.01, 0.95, 3.01, 0.09
0.86, 3.02, 0.95, 3.02, 0.09
0.86, 3.02, 0.95, 3.02, 0.09
0.86, 3.04, 0.95, 3.04, 0.09
0.86, 3.04, 0.95, 3.04, 0.09
0.86, 3.05, 0.95, 3.05, 0.09
0.86, 3.06, 0.95, 3.06, 0.09
0.86, 3.06, 0.95, 3.06, 0.09
0.86, 3.07, 0.95, 3.07, 0.09
0.86, 3.07, 0.95, 3.07, 0.09
0.86, 3.07, 0.95, 3.07, 0.09
0.86, 3.08, 0.95, 3.08, 0.09
0.86, 3.08, 0.95, 3.08, 0.09
0.86, 3.09, 0.95, 3.09, 0.09
0.86, 3.10, 0.95, 3.10, 0.09
0.86, 3.10, 0.95, 3.10, 0.09
0.86, 3.11, 0.95, 3.11, 0.09
0.86, 3.11, 0.95, 3.11, 0.09
0.86, 3.12, 0.95, 3.12, 0.09
0.86, 3.12, 0.95, 3.12, 0.09
0.86, 3.13, 0.95, 3.13, 0.09
0.86, 3.13, 0.95, 3.13, 0.09
0.86, 3.14, 0.95, 3.14, 0.09
0.86, 3.14, 0.95, 3.14, 0.09
0.86, 3.15, 0.95, 3.15, 0.09
0.86, 3.16, 0.95, 3.16, 0.09
0.86, 3.16, 0.95, 3.16, 0.09
0.86, 3.17, 0.95, 3.17, 0.09
0.86, 3.18, 0.95, 3.18, 0.09
0.86, 3.19, 0.95, 3.19, 0.09
0.86, 3.19, 0.95, 3.19, 0.09
0.86, 3.21, 0.95, 3.21, 0.09
0.86, 3.22, 0.95, 3.22, 0.09
0.86, 3.23, 0.95, 3.23, 0.09
0.86, 3.23, 0.95, 3.23, 0.09
0.86, 3.24, 0.95, 3.24, 0.09
0.86, 3.25, 0.95, 3.25, 0.09
0.86, 3.25, 0.95, 3.25, 0.09
0.86, 3.26, 0.95, 3.26, 0.09
0.86, 3.27, 0.95, 3.27, 0.09
0.86, 3.28, 0.95, 3.28, 0.09
0.86, 3.29, 0.95, 3.29, 0.09
0.86, 3.29, 0.95, 3.29, 0.09
0.86, 3.30, 0.95, 3.30, 0.09
0.86, 3.31, 0.95, 3.31, 0.09
0.86, 3.32, 0.95, 3.32, 0.09
0.86, 3.32, 0.95, 3.32, 0.09
0.87, 3.33, 0.95, 3.33, 0.08
0.86, 3.34, 0.95, 3.34, 0.09
0.87, 3.35, 0.95, 3.35, 0.08
0.87, 3.36, 0.95, 3.36, 0.08
0.87, 3.37, 0.95, 3.37, 0.08
0.87, 3.38, 0.95, 3.38, 0.08
0.87, 3.39, 0.95, 3.39, 0.08
0.87, 3.40, 0.95, 3.40, 0.08
0.87, 3.41, 0.95, 3.41, 0.08
0.87, 3.41, 0.95, 3.41, 0.08
0.87, 3.42, 0.95, 3.42, 0.08
0.87, 3.43, 0.95, 3.43, 0.08
0.87, 3.43, 0.95, 3.43, 0.08
0.87, 3.44, 0.95, 3.44, 0.08
0.87, 3.44, 0.95, 3.44, 0.08
0.87, 3.45, 0.95, 3.45, 0.08
0.87, 3.45, 0.95, 3.45, 0.08
0.87, 3.46, 0.95, 3.46, 0.08
0.87, 3.46, 0.95, 3.46, 0.08
0.87, 3.47, 0.95, 3.47, 0.08
0.87, 3.47, 0.95, 3.47, 0.08
0.87, 3.48, 0.95, 3.48, 0.08
0.87, 3.48, 0.95, 3.48, 0.08
0.87, 3.49, 0.95, 3.49, 0.08
0.87, 3.49, 0.95, 3.49, 0.08
0.87, 3.50, 0.95, 3.50, 0.08
0.87, 3.51, 0.95, 3.51, 0.08
0.87, 3.52, 0.95, 3.52, 0.08
0.87, 3.53, 0.95, 3.53, 0.08
0.87, 3.53, 0.95, 3.53, 0.08
0.87, 3.54, 0.95, 3.54, 0.08
0.87, 3.54, 0.95, 3.54, 0.08
0.86, 3.55, 0.95, 3.55, 0.09
0.86, 3.55, 0.95, 3.55, 0.09
0.86, 3.56, 0.95, 3.56, 0.09
0.86, 3.56, 0.95, 3.56, 0.09
0.86, 3.57, 0.95, 3.57, 0.09
0.86, 3.57, 0.95, 3.57, 0.09
0.86, 3.58, 0.95, 3.58, 0.09
0.86, 3.58, 0.95, 3.58, 0.09
0.86, 3.59, 0.95, 3.59, 0.09
0.86, 3.60, 0.95, 3.60, 0.09
0.86, 3.60, 0.95, 3.60, 0.09
0.86, 3.61, 0.95, 3.61, 0.09
0.86, 3.62, 0.95, 3.62, 0.09
0.86, 3.62, 0.95, 3.62, 0.09
0.86, 3.63, 0.95, 3.63, 0.09
0.86, 3.64, 0.95, 3.64, 0.09
0.86, 3.64, 0.95, 3.64, 0.09
0.85, 3.65, 0.95, 3.65, 0.10
0.79, 3.69, 0.95, 3.69, 0.16
0.79, 3.69, 0.95, 3.69, 0.16
0.79, 3.69, 0.95, 3.69, 0.16
0.85, 3.65, 0.95, 3.65, 0.10
0.85, 3.66, 0.95, 3.66, 0.10
0.85, 3.67, 0.95, 3.67, 0.10
0.85, 3.67, 0.95, 3.67, 0.10
0.85, 3.68, 0.95, 3.68, 0.10
0.79, 3.70, 0.95, 3.70, 0.16
0.85, 3.68, 0.95, 3.68, 0.10
0.85, 3.69, 0.95, 3.69, 0.10
0.85, 3.70, 0.95, 3.70, 0.10
0.85, 3.70, 0.95, 3.70, 0.10
0.84, 3.71, 0.95, 3.71, 0.11
0.84, 3.72, 0.95, 3.72, 0.11
0.84, 3.72, 0.95, 3.72, 0.11
0.84, 3.73, 0.95, 3.73, 0.11
0.84, 3.74, 0.95, 3.74, 0.11
0.84, 3.75, 0.95, 3.75, 0.11
0.79, 3.71, 0.95, 3.71, 0.16
0.84, 3.76, 0.95, 3.76, 0.11
0.84, 3.76, 0.95, 3.76, 0.11
0.84, 3.77, 0.95, 3.77, 0.11
0.84, 3.77, 0.95, 3.77, 0.11
0.84, 3.78, 0.95, 3.78, 0.11
0.83, 3.78, 0.95, 3.78, 0.12
0.83, 3.79, 0.95, 3.79, 0.12
0.83, 3.79, 0.95, 3.79, 0.12
0.83, 3.80, 0.95, 3.80, 0.12
0.83, 3.81, 0.95, 3.81, 0.12
0.79, 3.72, 0.95, 3.72, 0.16
0.83, 3.81, 0.95, 3.81, 0.12
0.83, 3.82, 0.95, 3.82, 0.12
0.83, 3.83, 0.95, 3.83, 0.12
0.83, 3.84, 0.95, 3.84, 0.12
0.78, 3.73, 0.95, 3.73, 0.17
0.83, 3.84, 0.95, 3.84, 0.12
0.78, 3.74, 0.95, 3.74, 0.17
0.82, 3.85, 0.95, 3.85, 0.13
0.78, 3.74, 0.95, 3.74, 0.17
0.82, 3.86, 0.95, 3.86, 0.13
0.78, 3.75, 0.95, 3.75, 0.17
0.82, 3.87, 0.95, 3.87, 0.13
0.78, 3.75, 0.95, 3.75, 0.17
0.82, 3.87, 0.95, 3.87, 0.13
0.78, 3.76, 0.95, 3.76, 0.17
0.82, 3.87, 0.95, 3.87, 0.13
0.78, 3.76, 0.95, 3.76, 0.17
0.78, 3.77, 0.95, 3.77, 0.17
0.82, 3.87, 0.95, 3.87, 0.13
0.82, 3.88, 0.95, 3.88, 0.13
0.78, 3.77, 0.95, 3.77, 0.17
0.82, 3.88, 0.95, 3.88, 0.13
0.78, 3.78, 0.95, 3.78, 0.17
0.82, 3.89, 0.95, 3.89, 0.13
0.78, 3.78, 0.95, 3.78, 0.17
0.82, 3.90, 0.95, 3.90, 0.13
0.78, 3.79, 0.95, 3.79, 0.17
0.82, 3.91, 0.95, 3.91, 0.13
0.78, 3.80, 0.95, 3.80, 0.17
0.78, 3.81, 0.95, 3.81, 0.17
0.82, 3.91, 0.95, 3.91, 0.13
0.77, 3.82, 0.95, 3.82, 0.18
0.82, 3.92, 0.95, 3.92, 0.13
0.82, 3.93, 0.95, 3.93, 0.13
0.78, 3.82, 0.95, 3.82, 0.17
0.81, 3.94, 0.95, 3.94, 0.14
0.77, 3.83, 0.95, 3.83, 0.18
0.81, 3.94, 0.95, 3.94, 0.14
0.77, 3.83, 0.95, 3.83, 0.18
0.81, 3.94, 0.95, 3.94, 0.14
0.77, 3.84, 0.95, 3.84, 0.18
0.81, 3.95, 0.95, 3.95, 0.14
0.77, 3.84, 0.95, 3.84, 0.18
0.77, 3.84, 0.95, 3.84, 0.18
0.81, 3.95, 0.95, 3.95, 0.14
0.76, 3.84, 0.95, 3.84, 0.19
0.81, 3.95, 0.95, 3.95, 0.14
0.81, 3.96, 0.95, 3.96, 0.14
0.76, 3.85, 0.95, 3.85, 0.19
0.81, 3.96, 0.95, 3.96, 0.14
0.80, 3.96, 0.95, 3.96, 0.15
0.76, 3.85, 0.95, 3.85, 0.19
0.76, 3.85, 0.95, 3.85, 0.19
0.80, 3.96, 0.95, 3.96, 0.15
0.76, 3.86, 0.95, 3.86, 0.19
0.80, 3.97, 0.95, 3.97, 0.15
0.76, 3.86, 0.95, 3.86, 0.19
0.76, 3.87, 0.95, 3.87, 0.19
0.80, 3.97, 0.95, 3.97, 0.15
0.80, 3.98, 0.95, 3.98, 0.15
0.76, 3.87, 0.95, 3.87, 0.19
0.80, 3.98, 0.95, 3.98, 0.15
0.76, 3.87, 0.95, 3.87, 0.19
0.80, 3.99, 0.95, 3.99, 0.15
0.76, 3.88, 0.95, 3.88, 0.19
0.80, 4.00, 0.95, 4.00, 0.15
0.76, 3.89, 0.95, 3.89, 0.19
0.76, 3.90, 0.95, 3.90, 0.19
0.80, 4.01, 0.95, 4.01, 0.15
0.75, 3.91, 0.95, 3.91, 0.20
0.80, 4.01, 0.95, 4.01, 0.15
0.75, 3.91, 0.95, 3.91, 0.20
0.75, 3.91, 0.95, 3.91, 0.20
0.80, 4.03, 0.95, 4.03, 0.15
0.75, 3.92, 0.95, 3.92, 0.20
0.80, 4.03, 0.95, 4.03, 0.15
0.75, 3.92, 0.95, 3.92, 0.20
0.80, 4.04, 0.95, 4.04, 0.15
0.75, 3.93, 0.95, 3.93, 0.20
0.80, 4.04, 0.95, 4.04, 0.15
0.75, 3.93, 0.95, 3.93, 0.20
0.75, 3.94, 0.95, 3.94, 0.20
0.79, 4.05, 0.95, 4.05, 0.16
0.75, 3.94, 0.95, 3.94, 0.20
0.79, 4.06, 0.95, 4.06, 0.16
0.75, 3.95, 0.95, 3.95, 0.20
0.79, 4.07, 0.95, 4.07, 0.16
0.75, 3.96, 0.95, 3.96, 0.20
0.75, 3.96, 0.95, 3.96, 0.20
0.79, 4.07, 0.95, 4.07, 0.16
0.79, 4.08, 0.95, 4.08, 0.16
0.74, 3.97, 0.95, 3.97, 0.21
0.79, 4.08, 0.95, 4.08, 0.16
0.74, 3.98, 0.95, 3.98, 0.21
0.79, 4.09, 0.95, 4.08, 0.16
0.74, 3.98, 0.95, 3.98, 0.21
0.79, 4.09, 0.95, 4.08, 0.16
0.74, 3.99, 0.95, 3.99, 0.21
0.79, 4.10, 0.95, 4.09, 0.16
0.74, 3.99, 0.95, 3.99, 0.21
0.78, 4.12, 0.95, 4.11, 0.17
0.78, 4.13, 0.95, 4.12, 0.17
0.78, 4.13, 0.95, 4.12, 0.17
0.78, 4.14, 0.95, 4.13, 0.17
0.78, 4.15, 0.95, 4.14, 0.17
0.78, 4.16, 0.95, 4.15, 0.17
0.78, 4.16, 0.95, 4.15, 0.17
0.78, 4.18, 0.96, 4.16, 0.18
0.78, 4.20, 0.96, 4.18, 0.18
0.79, 4.22, 0.96, 4.20, 0.17
0.79, 4.23, 0.96, 4.21, 0.17
0.79, 4.25, 0.96, 4.22, 0.18
0.79, 4.26, 0.96, 4.23, 0.18
0.80, 4.27, 0.97, 4.24, 0.17
0.80, 4.28, 0.97, 4.25, 0.17
0.81, 4.31, 0.97, 4.28, 0.17
0.74, 4.00, 0.95, 4.00, 0.21
0.74, 4.01, 0.95, 4.01, 0.21
0.74, 4.01, 0.95, 4.01, 0.21
0.74, 4.02, 0.95, 4.02, 0.21
0.74, 4.03, 0.95, 4.03, 0.21
0.74, 4.04, 0.95, 4.04, 0.21
0.74, 4.04, 0.95, 4.04, 0.21
0.74, 4.05, 0.95, 4.05, 0.21
0.74, 4.06, 0.95, 4.06, 0.21
0.74, 4.07, 0.95, 4.07, 0.21
0.74, 4.08, 0.95, 4.07, 0.21
0.74, 4.08, 0.95, 4.07, 0.21
0.74, 4.09, 0.95, 4.08, 0.21
0.74, 4.10, 0.95, 4.09, 0.21
0.74, 4.11, 0.95, 4.10, 0.21
0.74, 4.12, 0.95, 4.11, 0.21
0.75, 4.13, 0.95, 4.12, 0.20
0.75, 4.15, 0.95, 4.13, 0.20
0.75, 4.15, 0.95, 4.13, 0.20
0.75, 4.16, 0.95, 4.14, 0.20
0.76, 4.18, 0.96, 4.16, 0.20
0.76, 4.19, 0.96, 4.17, 0.20
0.76, 4.20, 0.96, 4.18, 0.20
0.76, 4.21, 0.96, 4.19, 0.20
0.77, 4.22, 0.96, 4.20, 0.19
0.77, 4.23, 0.96, 4.20, 0.19
0.77, 4.24, 0.96, 4.21, 0.19
0.77, 4.25, 0.96, 4.22, 0.20
0.78, 4.26, 0.96, 4.23, 0.19
0.78, 4.26, 0.96, 4.23, 0.19
0.78, 4.27, 0.97, 4.24, 0.19
0.78, 4.28, 0.97, 4.25, 0.19
0.78, 4.29, 0.97, 4.26, 0.19
0.78, 4.29, 0.97, 4.26, 0.19
0.79, 4.30, 0.97, 4.27, 0.18
0.79, 4.31, 0.97, 4.27, 0.19
0.79, 4.31, 0.97, 4.27, 0.19
0.79, 4.32, 0.97, 4.28, 0.19
0.80, 4.32, 0.97, 4.28, 0.18
0.80, 4.33, 0.98, 4.29, 0.18
0.80, 4.33, 0.98, 4.29, 0.18
0.81, 4.34, 0.98, 4.30, 0.17
0.81, 4.35, 0.98, 4.31, 0.17
0.81, 4.35, 0.98, 4.31, 0.17
0.82, 4.36, 0.98, 4.32, 0.17
0.83, 4.37, 0.99, 4.33, 0.16
0.83, 4.38, 0.99, 4.34, 0.16
0.84, 4.39, 0.99, 4.35, 0.16
0.84, 4.40, 0.99, 4.36, 0.16
0.85, 4.41, 0.99, 4.37, 0.15
0.85, 4.42, 1.00, 4.38, 0.15
0.86, 4.43, 1.00, 4.39, 0.15
0.86, 4.44, 1.00, 4.40, 0.15
0.87, 4.45, 1.01, 4.41, 0.14
0.87, 4.45, 1.01, 4.41, 0.14
0.88, 4.47, 1.01, 4.43, 0.14
0.88, 4.48, 1.02, 4.43, 0.14
0.89, 4.49, 1.02, 4.44, 0.14
0.89, 4.50, 1.02, 4.45, 0.14
0.90, 4.52, 1.03, 4.47, 0.14
0.90, 4.52, 1.03, 4.47, 0.14
0.91, 4.54, 1.04, 4.49, 0.14
0.92, 4.55, 1.04, 4.50, 0.13
0.93, 4.56, 1.04, 4.51, 0.12
0.93, 4.57, 1.05, 4.52, 0.13
0.94, 4.59, 1.06, 4.54, 0.13
0.94, 4.60, 1.06, 4.54, 0.13
0.95, 4.61, 1.06, 4.56, 0.13
0.95, 4.62, 1.07, 4.56, 0.13
0.95, 4.63, 1.07, 4.57, 0.14
0.96, 4.64, 1.08, 4.58, 0.13
0.96, 4.65, 1.08, 4.59, 0.14
0.97, 4.66, 1.09, 4.60, 0.13
0.97, 4.66, 1.09, 4.60, 0.13
1.03, 4.75, 1.14, 4.68, 0.12
1.03, 4.75, 1.14, 4.68, 0.12
1.03, 4.75, 1.14, 4.68, 0.12
1.03, 4.75, 1.14, 4.68, 0.12
1.03, 4.75, 1.14, 4.68, 0.12
1.03, 4.75, 1.14, 4.68, 0.12
1.03, 4.75, 1.14, 4.68, 0.12
1.03, 4.75, 1.14, 4.68, 0.12
1.03, 4.75, 1.14, 4.68, 0.12
1.03, 4.75, 1.14, 4.68, 0.12
1.03, 4.75, 1.14, 4.68, 0.12
1.03, 4.75, 1.14, 4.68, 0.12
1.03, 4.75, 1.14, 4.68, 0.12
1.03, 4.75, 1.14, 4.68, 0.12
1.03, 4.75, 1.14, 4.68, 0.12
1.03, 4.75, 1.14, 4.68, 0.12
1.03, 4.75, 1.14, 4.68, 0.12
1.03, 4.75, 1.14, 4.68, 0.12
1.03, 4.75, 1.14, 4.68, 0.12
1.03, 4.75, 1.14, 4.68, 0.12
1.03, 4.75, 1.14, 4.68, 0.12
1.02, 4.75, 1.13, 4.68, 0.13
1.03, 4.75, 1.14, 4.68, 0.12
1.03, 4.75, 1.14, 4.68, 0.12
1.03, 4.75, 1.14, 4.68, 0.12
1.03, 4.75, 1.14, 4.68, 0.12
1.03, 4.75, 1.14, 4.68, 0.12
1.03, 4.75, 1.14, 4.68, 0.12
1.03, 4.75, 1.14, 4.68, 0.12
1.02, 4.75, 1.13, 4.68, 0.13
1.02, 4.76, 1.14, 4.69, 0.14
1.03, 4.76, 1.14, 4.69, 0.13
1.03, 4.76, 1.14, 4.69, 0.13
1.03, 4.77, 1.14, 4.70, 0.14
1.03, 4.77, 1.14, 4.70, 0.14
1.03, 4.78, 1.15, 4.70, 0.14
1.03, 4.78, 1.15, 4.70, 0.14
1.03, 4.79, 1.15, 4.71, 0.15
1.04, 4.79, 1.15, 4.71, 0.14
1.04, 4.80, 1.16, 4.72, 0.14
1.04, 4.81, 1.16, 4.73, 0.15
1.05, 4.81, 1.17, 4.73, 0.14
1.05, 4.82, 1.17, 4.74, 0.15
1.05, 4.83, 1.17, 4.74, 0.15
1.06, 4.84, 1.18, 4.75, 0.15
1.06, 4.84, 1.18, 4.75, 0.15
1.06, 4.85, 1.19, 4.76, 0.16
1.07, 4.86, 1.19, 4.77, 0.15
1.07, 4.86, 1.19, 4.77, 0.15
1.08, 4.87, 1.20, 4.78, 0.15
1.08, 4.87, 1.20, 4.78, 0.15
1.08, 4.88, 1.20, 4.78, 0.16
1.08, 4.88, 1.20, 4.78, 0.16
1.09, 4.89, 1.21, 4.79, 0.16
1.09, 4.89, 1.21, 4.79, 0.16
1.09, 4.90, 1.22, 4.80, 0.16
1.10, 4.90, 1.22, 4.80, 0.16
1.10, 4.91, 1.22, 4.81, 0.16
1.10, 4.91, 1.22, 4.81, 0.16
1.11, 4.92, 1.23, 4.82, 0.16
1.11, 4.92, 1.23, 4.82, 0.16
1.11, 4.93, 1.24, 4.82, 0.17
1.12, 4.93, 1.24, 4.83, 0.16
1.12, 4.94, 1.24, 4.83, 0.17
1.12, 4.94, 1.24, 4.83, 0.17
1.13, 4.95, 1.25, 4.84, 0.16
1.13, 4.95, 1.25, 4.84, 0.16
1.14, 4.96, 1.26, 4.85, 0.16
1.14, 4.96, 1.26, 4.85, 0.16
1.15, 4.97, 1.27, 4.86, 0.16
1.15, 4.98, 1.27, 4.86, 0.17
1.16, 4.98, 1.28, 4.87, 0.16
1.16, 4.99, 1.28, 4.87, 0.17
1.17, 5.00, 1.29, 4.88, 0.17
1.17, 5.00, 1.29, 4.88, 0.17
1.18, 5.01, 1.30, 4.89, 0.17
1.18, 5.02, 1.30, 4.89, 0.18
1.19, 5.02, 1.31, 4.90, 0.17
1.19, 5.03, 1.31, 4.90, 0.18
1.20, 5.04, 1.32, 4.91, 0.18
1.21, 5.04, 1.33, 4.92, 0.17
1.21, 5.05, 1.33, 4.92, 0.18
1.21, 5.05, 1.33, 4.92, 0.18
1.22, 5.06, 1.34, 4.93, 0.18
1.22, 5.06, 1.34, 4.93, 0.18
1.23, 5.07, 1.35, 4.94, 0.18
1.23, 5.07, 1.35, 4.94, 0.18
1.24, 5.07, 1.35, 4.94, 0.17
1.24, 5.08, 1.36, 4.95, 0.18
1.25, 5.08, 1.36, 4.95, 0.17
1.25, 5.09, 1.37, 4.95, 0.18
1.25, 5.09, 1.37, 4.95, 0.18
1.26, 5.09, 1.37, 4.96, 0.17
1.26, 5.10, 1.38, 4.96, 0.18
1.27, 5.10, 1.38, 4.97, 0.18
1.27, 5.10, 1.38, 4.97, 0.18
1.27, 5.11, 1.39, 4.97, 0.18
1.27, 5.11, 1.39, 4.97, 0.18
1.28, 5.11, 1.39, 4.97, 0.18
1.28, 5.12, 1.40, 4.98, 0.18
1.28, 5.12, 1.40, 4.98, 0.18
1.28, 5.12, 1.40, 4.98, 0.18
1.29, 5.12, 1.40, 4.98, 0.18
1.29, 5.12, 1.40, 4.98, 0.18
1.29, 5.13, 1.41, 4.98, 0.19
1.29, 5.13, 1.41, 4.98, 0.19
1.30, 5.13, 1.41, 4.99, 0.18
1.30, 5.14, 1.41, 4.99, 0.19
1.30, 5.14, 1.41, 4.99, 0.19
1.31, 5.14, 1.42, 5.00, 0.18
1.32, 5.15, 1.43, 5.00, 0.18
1.32, 5.16, 1.43, 5.01, 0.19
1.33, 5.16, 1.44, 5.01, 0.19
1.34, 5.17, 1.45, 5.02, 0.19
1.35, 5.17, 1.46, 5.02, 0.18
1.35, 5.17, 1.46, 5.02, 0.18
1.35, 5.17, 1.46, 5.02, 0.18
1.36, 5.18, 1.47, 5.03, 0.18
1.36, 5.18, 1.47, 5.03, 0.18
1.36, 5.18, 1.47, 5.03, 0.18
1.36, 5.18, 1.47, 5.03, 0.18
1.36, 5.18, 1.47, 5.03, 0.18
1.37, 5.18, 1.47, 5.03, 0.18
1.37, 5.18, 1.47, 5.03, 0.18
1.37, 5.19, 1.48, 5.04, 0.19
1.38, 5.19, 1.48, 5.04, 0.18
1.38, 5.19, 1.48, 5.04, 0.18
1.38, 5.19, 1.48, 5.04, 0.18
1.39, 5.19, 1.49, 5.04, 0.18
1.39, 5.20, 1.49, 5.05, 0.18
1.40, 5.20, 1.50, 5.05, 0.18
1.40, 5.21, 1.50, 5.05, 0.19
1.41, 5.21, 1.51, 5.06, 0.18
1.42, 5.22, 1.52, 5.06, 0.18
1.43, 5.22, 1.52, 5.07, 0.18
1.44, 5.22, 1.53, 5.07, 0.17
1.44, 5.22, 1.53, 5.07, 0.17
1.45, 5.22, 1.54, 5.07, 0.17
1.45, 5.22, 1.54, 5.07, 0.17
1.46, 5.22, 1.54, 5.08, 0.16
1.46, 5.22, 1.54, 5.08, 0.16
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.22, 1.55, 5.08, 0.16
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.22, 1.55, 5.08, 0.16
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.22, 1.55, 5.08, 0.16
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.22, 1.55, 5.08, 0.16
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.22, 1.55, 5.08, 0.16
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
1.47, 5.23, 1.55, 5.08, 0.17
