Projected direction: 10.56, error: 10.56, derivative: 1.24, control var: 2.23, steering_command 83
Projected direction: 10.25, error: 10.25, derivative: -0.31, control var: 0.73, steering_command 88
Projected direction: 5.00, error: 5.00, derivative: -5.26, control var: -4.49, steering_command 106
Projected direction: 4.48, error: 4.48, derivative: -0.52, control var: -0.04, steering_command 91
Projected direction: 8.27, error: 8.27, derivative: 3.79, control var: 4.43, steering_command 75
Projected direction: 7.20, error: 7.20, derivative: -1.06, control var: -0.29, steering_command 91
Projected direction: 1.82, error: 1.82, derivative: -5.39, control var: -4.94, steering_command 108
Projected direction: 2.42, error: 2.42, derivative: 0.61, control var: 0.82, steering_command 88
Projected direction: 8.83, error: 8.83, derivative: 6.41, control var: 6.97, steering_command 66
Projected direction: 3.82, error: 3.82, derivative: -5.01, control var: -4.38, steering_command 106
Projected direction: -42.82, error: -42.82, derivative: -46.64, control var: -48.59, steering_command 179
Projected direction: -65.34, error: -65.34, derivative: -22.52, control var: -27.93, steering_command 179
Projected direction: -65.78, error: -65.78, derivative: -0.43, control var: -6.99, steering_command 115
Projected direction: -66.25, error: -66.25, derivative: -0.48, control var: -7.08, steering_command 115
Projected direction: -47.65, error: -47.65, derivative: 18.60, control var: 12.91, steering_command 46
Projected direction: -65.94, error: -65.94, derivative: -18.29, control var: -23.97, steering_command 174
Projected direction: -67.16, error: -67.16, derivative: -1.21, control var: -7.87, steering_command 118
Projected direction: -66.01, error: -66.01, derivative: 1.14, control var: -5.52, steering_command 110
Projected direction: -65.35, error: -65.35, derivative: 0.67, control var: -5.90, steering_command 111
Projected direction: -65.98, error: -65.98, derivative: -0.63, control var: -7.19, steering_command 116
Projected direction: -65.77, error: -65.77, derivative: 0.21, control var: -6.38, steering_command 113
Projected direction: -50.42, error: -50.42, derivative: 15.35, control var: 9.54, steering_command 57
Projected direction: -69.07, error: -69.07, derivative: -18.66, control var: -24.63, steering_command 176
Projected direction: -67.02, error: -67.02, derivative: 2.05, control var: -4.75, steering_command 107
Projected direction: -50.99, error: -50.99, derivative: 16.04, control var: 10.14, steering_command 55
Projected direction: -66.47, error: -66.47, derivative: -15.48, control var: -21.36, steering_command 165
Projected direction: -67.25, error: -67.25, derivative: -0.78, control var: -7.47, steering_command 117
Projected direction: -66.91, error: -66.91, derivative: 0.34, control var: -6.36, steering_command 113
Projected direction: -66.29, error: -66.29, derivative: 0.61, control var: -6.05, steering_command 112
Projected direction: -66.14, error: -66.14, derivative: 0.16, control var: -6.46, steering_command 113
Projected direction: -34.50, error: -34.50, derivative: 31.63, control var: 26.60, steering_command 0
Projected direction: -51.63, error: -51.63, derivative: 17.89, control var: 11.84, steering_command 49
Projected direction: -50.84, error: -50.84, derivative: 15.35, control var: 9.50, steering_command 57
Projected direction: -15.39, error: -15.39, derivative: 7.14, control var: 5.24, steering_command 72
Projected direction: 15.34, error: 15.34, derivative: -0.76, control var: 0.81, steering_command 88
Projected direction: -3.73, error: -3.73, derivative: -19.07, control var: -18.49, steering_command 155
Projected direction: 14.73, error: 14.73, derivative: 18.46, control var: 19.01, steering_command 24
Projected direction: 20.75, error: 20.75, derivative: 6.02, control var: 7.80, steering_command 63
Projected direction: -10.41, error: -10.41, derivative: -31.16, control var: -30.64, steering_command 179
Projected direction: -13.87, error: -13.87, derivative: -3.46, control var: -4.68, steering_command 107
Projected direction: -17.45, error: -17.45, derivative: -3.58, control var: -5.15, steering_command 108
Projected direction: -13.62, error: -13.62, derivative: 3.83, control var: 2.28, steering_command 83
Projected direction: -12.73, error: -12.73, derivative: 0.89, control var: -0.42, steering_command 92
Projected direction: -9.27, error: -9.27, derivative: 3.46, control var: 2.36, steering_command 82
Projected direction: 6.00, error: 6.00, derivative: 3.04, control var: 3.49, steering_command 78
Projected direction: 6.04, error: 6.04, derivative: 0.04, control var: 0.64, steering_command 88
Projected direction: 6.12, error: 6.12, derivative: 0.08, control var: 0.69, steering_command 88
Projected direction: 6.16, error: 6.16, derivative: 0.04, control var: 0.66, steering_command 88
Projected direction: 6.12, error: 6.12, derivative: -0.05, control var: 0.57, steering_command 89
Projected direction: 6.03, error: 6.03, derivative: -0.09, control var: 0.52, steering_command 89
Projected direction: 6.20, error: 6.20, derivative: 0.17, control var: 0.78, steering_command 88
Projected direction: 6.17, error: 6.17, derivative: -0.02, control var: 0.60, steering_command 88
Projected direction: 8.25, error: 8.25, derivative: 8.25, control var: 9.49, steering_command 57
Projected direction: 7.60, error: 7.60, derivative: -0.65, control var: 0.90, steering_command 87
Projected direction: 7.32, error: 7.32, derivative: -0.28, control var: 1.19, steering_command 86
Projected direction: 8.37, error: 8.37, derivative: 1.05, control var: 2.67, steering_command 81
Projected direction: 8.05, error: 8.05, derivative: -0.32, control var: 1.31, steering_command 86
Projected direction: 8.10, error: 8.10, derivative: 0.05, control var: 1.67, steering_command 85
Projected direction: 8.46, error: 8.46, derivative: 0.36, control var: 2.04, steering_command 83
Projected direction: 12.21, error: 12.21, derivative: 3.74, control var: 6.00, steering_command 70
Projected direction: 24.14, error: 24.14, derivative: 11.93, control var: 16.16, steering_command 34
Projected direction: 3.49, error: 3.49, derivative: -20.65, control var: -18.91, steering_command 156
Projected direction: -40.36, error: -40.36, derivative: -43.85, control var: -49.73, steering_command 179
Projected direction: 0.21, error: 0.21, derivative: 40.57, control var: 38.58, steering_command 0
Projected direction: 37.38, error: 37.38, derivative: 37.17, control var: 42.79, steering_command 0
Projected direction: -29.33, error: -29.33, derivative: -66.71, control var: -69.24, steering_command 179
Projected direction: -42.86, error: -42.86, derivative: -13.52, control var: -21.42, steering_command 165
Projected direction: -27.32, error: -27.32, derivative: 15.53, control var: 9.29, steering_command 58
Projected direction: -32.82, error: -32.82, derivative: -5.50, control var: -11.79, steering_command 132
Projected direction: -40.73, error: -40.73, derivative: -7.91, control var: -15.66, steering_command 145
Projected direction: -29.11, error: -29.11, derivative: 11.63, control var: 5.22, steering_command 72
Projected direction: -21.85, error: -21.85, derivative: 7.26, control var: 2.53, steering_command 82
Projected direction: -21.98, error: -21.98, derivative: -0.13, control var: -4.52, steering_command 106
Projected direction: 28.63, error: 28.63, derivative: -5.42, control var: 0.58, steering_command 88
Projected direction: 9.84, error: 9.84, derivative: -18.80, control var: -15.89, steering_command 146
Projected direction: 1.49, error: 1.49, derivative: 2.10, control var: 1.35, steering_command 86
Projected direction: 3.71, error: 3.71, derivative: 2.22, control var: 1.85, steering_command 84
Projected direction: 3.19, error: 3.19, derivative: -0.51, control var: 0.38, steering_command 89
Projected direction: 4.31, error: 4.31, derivative: 1.12, control var: 1.42, steering_command 86
Projected direction: 11.73, error: 11.73, derivative: -0.71, control var: 3.02, steering_command 80
Projected direction: 11.60, error: 11.60, derivative: -0.13, control var: 3.39, steering_command 79
Projected direction: 10.55, error: 10.55, derivative: -1.05, control var: 2.43, steering_command 82
Projected direction: 9.74, error: 9.74, derivative: -0.81, control var: 2.35, steering_command 82
Projected direction: 8.34, error: 8.34, derivative: -1.40, control var: 1.52, steering_command 85
Projected direction: 7.74, error: 7.74, derivative: -0.60, control var: 1.90, steering_command 84
Projected direction: 8.77, error: 8.77, derivative: 1.03, control var: 3.36, steering_command 79
Projected direction: 9.47, error: 9.47, derivative: 0.70, control var: 3.33, steering_command 79
Projected direction: 9.02, error: 9.02, derivative: -0.44, control var: 2.40, steering_command 82
